dataset,n,error,trie+suffixes bytes,trie bytes,nodes,ns/lookup
syntheticL12_P6_D0.01_A4.txt,171868,760,1958,917,184,583
syntheticL12_P6_D0.01_A4.txt,171868,770,1934,909,180,451
syntheticL12_P6_D0.01_A4.txt,171868,780,1908,891,178,369
syntheticL12_P6_D0.01_A4.txt,171868,790,1888,887,174,468
syntheticL12_P6_D0.01_A4.txt,171868,800,1874,881,172,457
syntheticL12_P6_D0.01_A4.txt,171868,810,1860,875,170,498
syntheticL12_P6_D0.01_A4.txt,171868,820,1836,867,166,455
syntheticL12_P6_D0.01_A4.txt,171868,830,1826,865,164,428
syntheticL12_P6_D0.01_A4.txt,171868,840,1816,863,162,420
syntheticL12_P6_D0.01_A4.txt,171868,850,1802,857,160,426
syntheticL12_P6_D0.01_A4.txt,171868,860,1782,853,156,384
syntheticL12_P6_D0.01_A4.txt,171868,870,1759,847,154,417
syntheticL12_P6_D0.01_A4.txt,171868,880,1758,845,152,381
syntheticL12_P6_D0.01_A4.txt,171868,890,1748,843,150,566
syntheticL12_P6_D0.01_A4.txt,171868,900,1738,841,148,551
syntheticL12_P6_D0.01_A4.txt,171868,910,1724,835,146,468
syntheticL12_P6_D0.01_A4.txt,171868,920,1714,833,144,403
syntheticL12_P6_D0.01_A4.txt,171868,930,1704,831,142,549
syntheticL12_P6_D0.01_A4.txt,171868,940,1690,825,140,429
syntheticL12_P6_D0.01_A4.txt,171868,950,1680,823,138,521
syntheticL12_P6_D0.01_A4.txt,171868,960,1670,821,136,246
syntheticL12_P6_D0.01_A4.txt,171868,970,1647,815,134,469
syntheticL12_P6_D0.01_A4.txt,171868,980,1630,797,132,420
syntheticL12_P6_D0.01_A4.txt,171868,990,1620,795,130,435
syntheticL12_P6_D0.01_A4.txt,171868,1000,1606,789,128,388
syntheticL12_P6_D0.01_A4.txt,171868,1100,1528,767,114,372
syntheticL12_P6_D0.01_A4.txt,171868,1200,1450,745,100,335
syntheticL12_P6_D0.01_A4.txt,171868,1300,1392,727,90,278
syntheticL12_P6_D0.01_A4.txt,171868,1400,1336,715,82,265
syntheticL12_P6_D0.01_A4.txt,171868,1500,1288,707,78,268
syntheticL12_P6_D0.01_A4.txt,171868,1600,1236,695,74,257
syntheticL12_P6_D0.01_A4.txt,171868,1700,1195,684,71,492
syntheticL12_P6_D0.01_A4.txt,171868,1800,1142,661,68,292
syntheticL12_P6_D0.01_A4.txt,171868,1900,1116,655,66,235
syntheticL12_P6_D0.01_A4.txt,171868,2000,1083,652,63,200
syntheticL12_P6_D0.01_A4.txt,171868,2100,1057,646,61,300
syntheticL12_P6_D0.01_A4.txt,171868,2200,1046,645,60,217
syntheticL12_P6_D0.01_A4.txt,171868,2300,1020,639,58,264
syntheticL12_P6_D0.01_A4.txt,171868,2400,998,637,56,248
syntheticL12_P6_D0.01_A4.txt,171868,2500,983,632,55,272
syntheticL12_P6_D0.01_A4.txt,171868,2600,972,631,54,258
syntheticL12_P6_D0.01_A4.txt,171868,2700,950,628,51,213
syntheticL12_P6_D0.01_A4.txt,171868,2800,935,623,50,188
syntheticL12_P6_D0.01_A4.txt,171868,2900,924,621,48,267
syntheticL12_P6_D0.01_A4.txt,171868,3000,913,619,46,246
syntheticL12_P6_D0.01_A4.txt,171868,3100,898,613,44,218
syntheticL12_P6_D0.01_A4.txt,171868,3200,887,611,42,187
syntheticL12_P6_D0.01_A4.txt,171868,3300,887,611,42,252
syntheticL12_P6_D0.01_A4.txt,171868,3400,876,609,40,237
syntheticL12_P6_D0.01_A4.txt,171868,3500,865,607,38,253
syntheticL12_P6_D0.01_A4.txt,171868,3600,850,601,36,225
syntheticL12_P6_D0.01_A4.txt,171868,3700,850,601,36,240
syntheticL12_P6_D0.01_A4.txt,171868,3800,835,595,34,217
syntheticL12_P6_D0.01_A4.txt,171868,3900,835,595,34,424
syntheticL12_P6_D0.01_A4.txt,171868,4000,824,593,32,383
syntheticL12_P6_D0.01_A4.txt,171868,4100,813,591,30,302
syntheticL12_P6_D0.01_A4.txt,171868,4200,813,591,30,268
syntheticL12_P6_D0.01_A4.txt,171868,4300,802,589,28,186
syntheticL12_P6_D0.01_A4.txt,171868,4400,802,589,28,155
syntheticL12_P6_D0.01_A4.txt,171868,4500,802,589,28,227
syntheticL12_P6_D0.01_A4.txt,171868,4600,787,583,26,212
syntheticL12_P6_D0.01_A4.txt,171868,4700,787,583,26,208
syntheticL12_P6_D0.01_A4.txt,171868,4800,776,581,24,189
syntheticL12_P6_D0.01_A4.txt,171868,4900,776,581,24,212
syntheticL12_P6_D0.01_A4.txt,171868,5000,776,581,24,183
syntheticL12_P6_D0.01_A4.txt,171868,5100,765,579,22,331
syntheticL12_P6_D0.01_A4.txt,171868,5200,765,579,22,274
syntheticL12_P6_D0.01_A4.txt,171868,5300,765,579,22,203
syntheticL12_P6_D0.01_A4.txt,171868,5400,753,578,21,189
syntheticL12_P6_D0.01_A4.txt,171868,5500,754,577,20,158
syntheticL12_P6_D0.01_A4.txt,171868,5600,754,577,20,114
syntheticL12_P6_D0.01_A4.txt,171868,5700,754,577,20,152
syntheticL12_P6_D0.01_A4.txt,171868,5800,738,572,19,128
syntheticL12_P6_D0.01_A4.txt,171868,5900,738,572,19,191
syntheticL12_P6_D0.01_A4.txt,171868,6000,738,572,19,158
syntheticL12_P6_D0.01_A4.txt,171868,6100,738,572,19,196
syntheticL12_P6_D0.01_A4.txt,171868,6200,726,571,18,174
syntheticL12_P6_D0.01_A4.txt,171868,6300,726,571,18,182
syntheticL12_P6_D0.01_A4.txt,171868,6400,726,571,18,160
syntheticL12_P6_D0.01_A4.txt,171868,6500,726,571,18,194
syntheticL12_P6_D0.01_A4.txt,171868,6600,726,571,18,162
syntheticL12_P6_D0.01_A4.txt,171868,6700,714,570,17,190
syntheticL12_P6_D0.01_A4.txt,171868,6800,714,570,17,158
syntheticL12_P6_D0.01_A4.txt,171868,6900,714,570,17,186
syntheticL12_P6_D0.01_A4.txt,171868,7000,714,570,17,152
syntheticL12_P6_D0.01_A4.txt,171868,7100,714,570,17,190
syntheticL12_P6_D0.01_A4.txt,171868,7200,702,569,16,172
syntheticL12_P6_D0.01_A4.txt,171868,7300,702,569,16,195
syntheticL12_P6_D0.01_A4.txt,171868,7400,702,569,16,160
syntheticL12_P6_D0.01_A4.txt,171868,7500,702,569,16,206
syntheticL12_P6_D0.01_A4.txt,171868,7600,702,569,16,163
syntheticL12_P6_D0.01_A4.txt,171868,7700,702,569,16,170
syntheticL12_P6_D0.01_A4.txt,171868,7800,702,569,16,152
syntheticL12_P6_D0.01_A4.txt,171868,7900,686,564,15,203
syntheticL12_P6_D0.01_A4.txt,171868,8000,686,564,15,160
syntheticL12_P6_D0.01_A4.txt,171868,8100,686,564,15,201
syntheticL12_P6_D0.01_A4.txt,171868,8200,686,564,15,167
syntheticL12_P6_D0.01_A4.txt,171868,8300,686,564,15,214
syntheticL12_P6_D0.01_A4.txt,171868,8400,686,564,15,169
syntheticL12_P6_D0.01_A4.txt,171868,8500,686,564,15,144
syntheticL12_P6_D0.01_A4.txt,171868,8600,674,563,14,133
syntheticL12_P6_D0.01_A4.txt,171868,8700,674,563,14,191
syntheticL12_P6_D0.01_A4.txt,171868,8800,674,563,14,160
syntheticL12_P6_D0.01_A4.txt,171868,8900,674,563,14,187
syntheticL12_P6_D0.01_A4.txt,171868,9000,674,563,14,116
syntheticL12_P6_D0.01_A4.txt,171868,9100,674,563,14,159
syntheticL12_P6_D0.01_A4.txt,171868,9200,674,563,14,121
syntheticL12_P6_D0.01_A4.txt,171868,9300,674,563,14,199
syntheticL12_P6_D0.01_A4.txt,171868,9400,674,563,14,160
syntheticL12_P6_D0.01_A4.txt,171868,9500,674,563,14,206
syntheticL12_P6_D0.01_A4.txt,171868,9600,658,558,13,202
syntheticL12_P6_D0.01_A4.txt,171868,9700,658,558,13,198
syntheticL12_P6_D0.01_A4.txt,171868,9800,658,558,13,154
syntheticL12_P6_D0.01_A4.txt,171868,9900,658,558,13,211
syntheticL12_P6_D0.01_A4.txt,171868,10000,658,558,13,203
syntheticL16_P8_D0.01_A4.txt,43015208,0,164533078,164528398,73446565,1729
syntheticL16_P8_D0.01_A4.txt,43015208,2,38957128,38950983,16709422,1414
syntheticL16_P8_D0.01_A4.txt,43015208,4,19172311,19166165,8136556,1190
syntheticL16_P8_D0.01_A4.txt,43015208,6,12488096,12481597,5194760,1107
syntheticL16_P8_D0.01_A4.txt,43015208,8,9975606,9960772,4091495,1099
syntheticL16_P8_D0.01_A4.txt,43015208,10,8487590,8465462,3442557,1148
syntheticL16_P8_D0.01_A4.txt,43015208,20,3971358,3942685,1505504,945
syntheticL16_P8_D0.01_A4.txt,43015208,30,2742087,2713411,1066546,892
syntheticL16_P8_D0.01_A4.txt,43015208,40,2237662,2204757,876436,852
syntheticL16_P8_D0.01_A4.txt,43015208,50,1806374,1744317,685504,845
syntheticL16_P8_D0.01_A4.txt,43015208,60,1552335,1456926,542161,859
syntheticL16_P8_D0.01_A4.txt,43015208,70,1341462,1216389,439964,824
syntheticL16_P8_D0.01_A4.txt,43015208,80,1173686,1042621,368348,892
syntheticL16_P8_D0.01_A4.txt,43015208,90,1087756,956683,327310,797
syntheticL16_P8_D0.01_A4.txt,43015208,100,1002686,871613,302468,784
syntheticL16_P8_D0.01_A4.txt,43015208,110,934098,803025,282904,855
syntheticL16_P8_D0.01_A4.txt,43015208,120,876937,745864,266611,827
syntheticL16_P8_D0.01_A4.txt,43015208,130,828582,697509,252824,879
syntheticL16_P8_D0.01_A4.txt,43015208,140,787120,656047,241006,765
syntheticL16_P8_D0.01_A4.txt,43015208,150,751163,620074,230733,848
syntheticL16_P8_D0.01_A4.txt,43015208,160,719386,587577,220964,833
syntheticL16_P8_D0.01_A4.txt,43015208,170,688969,554364,208915,924
syntheticL16_P8_D0.01_A4.txt,43015208,180,658951,520970,195265,815
syntheticL16_P8_D0.01_A4.txt,43015208,190,631923,490629,182704,952
syntheticL16_P8_D0.01_A4.txt,43015208,200,612300,463307,171386,803
syntheticL16_P8_D0.01_A4.txt,43015208,210,604312,438585,161144,849
syntheticL16_P8_D0.01_A4.txt,43015208,220,601230,416113,151832,753
syntheticL16_P8_D0.01_A4.txt,43015208,230,601319,395589,143332,886
syntheticL16_P8_D0.01_A4.txt,43015208,240,601429,376777,135540,756
syntheticL16_P8_D0.01_A4.txt,43015208,250,602033,358459,128370,771
syntheticL16_P8_D0.01_A4.txt,43015208,260,616484,352829,121752,694
syntheticL16_P8_D0.01_A4.txt,43015208,270,619777,337645,115624,791
syntheticL16_P8_D0.01_A4.txt,43015208,280,624672,323555,109934,680
syntheticL16_P8_D0.01_A4.txt,43015208,290,628253,310440,104639,796
syntheticL16_P8_D0.01_A4.txt,43015208,300,634168,298208,99707,689
syntheticL16_P8_D0.01_A4.txt,43015208,310,636691,286853,95156,844
syntheticL16_P8_D0.01_A4.txt,43015208,320,637966,276580,91163,676
syntheticL16_P8_D0.01_A4.txt,43015208,330,633320,267504,87867,816
syntheticL16_P8_D0.01_A4.txt,43015208,340,622981,259708,85323,701
syntheticL16_P8_D0.01_A4.txt,43015208,350,611507,252938,83349,785
syntheticL16_P8_D0.01_A4.txt,43015208,360,599804,246671,81598,667
syntheticL16_P8_D0.01_A4.txt,43015208,370,587767,240798,79973,826
syntheticL16_P8_D0.01_A4.txt,43015208,380,575698,235236,78443,831
syntheticL16_P8_D0.01_A4.txt,43015208,390,565158,229961,76992,965
syntheticL16_P8_D0.01_A4.txt,43015208,400,554567,224959,75614,664
syntheticL16_P8_D0.01_A4.txt,43015208,410,546285,220187,74302,767
syntheticL16_P8_D0.01_A4.txt,43015208,420,536824,215658,73053,661
syntheticL16_P8_D0.01_A4.txt,43015208,430,524681,211327,71862,845
syntheticL16_P8_D0.01_A4.txt,43015208,440,517641,207194,70725,653
syntheticL16_P8_D0.01_A4.txt,43015208,450,508210,203244,69639,787
syntheticL16_P8_D0.01_A4.txt,43015208,460,500443,199473,68600,656
syntheticL16_P8_D0.01_A4.txt,43015208,470,492331,195870,67605,849
syntheticL16_P8_D0.01_A4.txt,43015208,480,484222,192405,66652,697
syntheticL16_P8_D0.01_A4.txt,43015208,490,476554,189075,65738,871
syntheticL16_P8_D0.01_A4.txt,43015208,500,469124,185893,64860,657
syntheticL16_P8_D0.01_A4.txt,43015208,510,461148,182813,64016,815
syntheticL16_P8_D0.01_A4.txt,43015208,520,455157,179882,63205,675
syntheticL16_P8_D0.01_A4.txt,43015208,530,449963,177046,62425,803
syntheticL16_P8_D0.01_A4.txt,43015208,540,442461,174314,61673,654
syntheticL16_P8_D0.01_A4.txt,43015208,550,435985,171690,60949,792
syntheticL16_P8_D0.01_A4.txt,43015208,560,426195,164348,60251,662
syntheticL16_P8_D0.01_A4.txt,43015208,570,419775,161978,59577,842
syntheticL16_P8_D0.01_A4.txt,43015208,580,414054,159704,58927,649
syntheticL16_P8_D0.01_A4.txt,43015208,590,408691,157491,58298,771
syntheticL16_P8_D0.01_A4.txt,43015208,600,404570,155368,57691,637
syntheticL16_P8_D0.01_A4.txt,43015208,610,398952,153296,57103,797
syntheticL16_P8_D0.01_A4.txt,43015208,620,393670,151297,56532,644
syntheticL16_P8_D0.01_A4.txt,43015208,630,389471,149374,55981,832
syntheticL16_P8_D0.01_A4.txt,43015208,640,384093,147461,55420,721
syntheticL16_P8_D0.01_A4.txt,43015208,650,379012,145513,54804,766
syntheticL16_P8_D0.01_A4.txt,43015208,660,374000,143438,54057,628
syntheticL16_P8_D0.01_A4.txt,43015208,670,370697,141263,53218,1031
syntheticL16_P8_D0.01_A4.txt,43015208,680,365807,139059,52326,637
syntheticL16_P8_D0.01_A4.txt,43015208,690,361893,136858,51417,799
syntheticL16_P8_D0.01_A4.txt,43015208,700,357347,134709,50528,626
syntheticL16_P8_D0.01_A4.txt,43015208,710,352694,132607,49662,862
syntheticL16_P8_D0.01_A4.txt,43015208,720,349629,130585,48820,624
syntheticL16_P8_D0.01_A4.txt,43015208,730,345618,128599,48002,849
syntheticL16_P8_D0.01_A4.txt,43015208,740,341578,126691,47206,621
syntheticL16_P8_D0.01_A4.txt,43015208,750,337859,124815,46430,744
syntheticL16_P8_D0.01_A4.txt,43015208,760,333961,122993,45676,618
syntheticL16_P8_D0.01_A4.txt,43015208,770,330175,121205,44940,729
syntheticL16_P8_D0.01_A4.txt,43015208,780,326382,119485,44224,616
syntheticL16_P8_D0.01_A4.txt,43015208,790,323197,117795,43526,749
syntheticL16_P8_D0.01_A4.txt,43015208,800,320538,116163,42846,611
syntheticL16_P8_D0.01_A4.txt,43015208,810,316919,114555,42182,782
syntheticL16_P8_D0.01_A4.txt,43015208,820,313730,112991,41534,612
syntheticL16_P8_D0.01_A4.txt,43015208,830,311169,111463,40902,753
syntheticL16_P8_D0.01_A4.txt,43015208,840,309129,109983,40286,609
syntheticL16_P8_D0.01_A4.txt,43015208,850,305623,108521,39684,691
syntheticL16_P8_D0.01_A4.txt,43015208,860,302191,107103,39094,596
syntheticL16_P8_D0.01_A4.txt,43015208,870,301280,105717,38520,737
syntheticL16_P8_D0.01_A4.txt,43015208,880,297617,104359,37958,594
syntheticL16_P8_D0.01_A4.txt,43015208,890,294967,103037,37408,761
syntheticL16_P8_D0.01_A4.txt,43015208,900,292851,101729,36872,596
syntheticL16_P8_D0.01_A4.txt,43015208,910,289760,100463,36346,767
syntheticL16_P8_D0.01_A4.txt,43015208,920,288003,99225,35832,596
syntheticL16_P8_D0.01_A4.txt,43015208,930,285403,98007,35330,760
syntheticL16_P8_D0.01_A4.txt,43015208,940,283595,96835,34838,590
syntheticL16_P8_D0.01_A4.txt,43015208,950,280498,95669,34356,826
syntheticL16_P8_D0.01_A4.txt,43015208,960,279494,94533,33884,582
syntheticL16_P8_D0.01_A4.txt,43015208,970,276394,93403,33422,766
syntheticL16_P8_D0.01_A4.txt,43015208,980,273364,92315,32970,587
syntheticL16_P8_D0.01_A4.txt,43015208,990,272530,91239,32526,830
syntheticL16_P8_D0.01_A4.txt,43015208,1000,270176,90205,32092,584
syntheticL16_P8_D0.01_A4.txt,43015208,1100,252784,80767,28182,571
syntheticL16_P8_D0.01_A4.txt,43015208,1200,237828,72645,24924,570
syntheticL16_P8_D0.01_A4.txt,43015208,1300,225337,66066,22225,687
syntheticL16_P8_D0.01_A4.txt,43015208,1400,210909,61628,20823,562
syntheticL16_P8_D0.01_A4.txt,43015208,1500,197347,58036,19799,717
syntheticL16_P8_D0.01_A4.txt,43015208,1600,184243,53212,18903,565
syntheticL16_P8_D0.01_A4.txt,43015208,1700,173920,50529,18112,730
syntheticL16_P8_D0.01_A4.txt,43015208,1800,165037,48146,17409,562
syntheticL16_P8_D0.01_A4.txt,43015208,1900,156614,46033,16780,830
syntheticL16_P8_D0.01_A4.txt,43015208,2000,149220,44119,16214,579
syntheticL16_P8_D0.01_A4.txt,43015208,2100,142778,42387,15702,734
syntheticL16_P8_D0.01_A4.txt,43015208,2200,136859,40818,15237,558
syntheticL16_P8_D0.01_A4.txt,43015208,2300,131324,39373,14812,773
syntheticL16_P8_D0.01_A4.txt,43015208,2400,126210,38059,14422,552
syntheticL16_P8_D0.01_A4.txt,43015208,2500,121398,36837,14064,808
syntheticL16_P8_D0.01_A4.txt,43015208,2600,117103,35720,13731,549
syntheticL16_P8_D0.01_A4.txt,43015208,2700,113229,34385,13200,880
syntheticL16_P8_D0.01_A4.txt,43015208,2800,109282,33053,12632,536
syntheticL16_P8_D0.01_A4.txt,43015208,2900,105695,31811,12102,821
syntheticL16_P8_D0.01_A4.txt,43015208,3000,102405,30645,11608,530
syntheticL16_P8_D0.01_A4.txt,43015208,3100,99394,29553,11144,973
syntheticL16_P8_D0.01_A4.txt,43015208,3200,96247,28537,10712,525
syntheticL16_P8_D0.01_A4.txt,43015208,3300,93738,27569,10304,906
syntheticL16_P8_D0.01_A4.txt,43015208,3400,90202,25877,9920,512
syntheticL16_P8_D0.01_A4.txt,43015208,3500,87920,25061,9560,932
syntheticL16_P8_D0.01_A4.txt,43015208,3600,85484,24263,9218,504
syntheticL16_P8_D0.01_A4.txt,43015208,3700,83462,23527,8894,842
syntheticL16_P8_D0.01_A4.txt,43015208,3800,81375,22837,8588,497
syntheticL16_P8_D0.01_A4.txt,43015208,3900,79546,22167,8298,1009
syntheticL16_P8_D0.01_A4.txt,43015208,4000,77571,21539,8022,490
syntheticL16_P8_D0.01_A4.txt,43015208,4100,76037,20945,7760,959
syntheticL16_P8_D0.01_A4.txt,43015208,4200,74251,20367,7510,484
syntheticL16_P8_D0.01_A4.txt,43015208,4300,72624,19821,7272,661
syntheticL16_P8_D0.01_A4.txt,43015208,4400,71264,19307,7046,632
syntheticL16_P8_D0.01_A4.txt,43015208,4500,69671,18805,6828,859
syntheticL16_P8_D0.01_A4.txt,43015208,4600,68355,18329,6620,470
syntheticL16_P8_D0.01_A4.txt,43015208,4700,67023,17875,6422,882
syntheticL16_P8_D0.01_A4.txt,43015208,4800,65735,17439,6230,465
syntheticL16_P8_D0.01_A4.txt,43015208,4900,64512,17017,6048,989
syntheticL16_P8_D0.01_A4.txt,43015208,5000,63298,16613,5872,446
syntheticL16_P8_D0.01_A4.txt,43015208,5100,62281,16241,5704,936
syntheticL16_P8_D0.01_A4.txt,43015208,5200,61237,15855,5542,444
syntheticL16_P8_D0.01_A4.txt,43015208,5300,60118,15551,5426,1012
syntheticL16_P8_D0.01_A4.txt,43015208,5400,59085,15304,5347,453
syntheticL16_P8_D0.01_A4.txt,43015208,5500,58017,15072,5275,687
syntheticL16_P8_D0.01_A4.txt,43015208,5600,56999,14846,5205,448
syntheticL16_P8_D0.01_A4.txt,43015208,5700,56069,14631,5138,897
syntheticL16_P8_D0.01_A4.txt,43015208,5800,55203,14414,5073,454
syntheticL16_P8_D0.01_A4.txt,43015208,5900,54252,14211,5010,924
syntheticL16_P8_D0.01_A4.txt,43015208,6000,53380,14010,4949,445
syntheticL16_P8_D0.01_A4.txt,43015208,6100,52551,13819,4890,526
syntheticL16_P8_D0.01_A4.txt,43015208,6200,51713,13630,4833,502
syntheticL16_P8_D0.01_A4.txt,43015208,6300,50962,13451,4778,663
syntheticL16_P8_D0.01_A4.txt,43015208,6400,50213,13274,4725,446
syntheticL16_P8_D0.01_A4.txt,43015208,6500,49458,13102,4673,929
syntheticL16_P8_D0.01_A4.txt,43015208,6600,48736,12952,4623,442
syntheticL16_P8_D0.01_A4.txt,43015208,6700,48000,12788,4575,732
syntheticL16_P8_D0.01_A4.txt,43015208,6800,47389,12628,4527,492
syntheticL16_P8_D0.01_A4.txt,43015208,6900,46723,12479,4482,945
syntheticL16_P8_D0.01_A4.txt,43015208,7000,46058,12342,4437,441
syntheticL16_P8_D0.01_A4.txt,43015208,7100,45508,12199,4394,928
syntheticL16_P8_D0.01_A4.txt,43015208,7200,44838,12057,4352,444
syntheticL16_P8_D0.01_A4.txt,43015208,7300,43916,11564,4311,711
syntheticL16_P8_D0.01_A4.txt,43015208,7400,43344,11432,4271,511
syntheticL16_P8_D0.01_A4.txt,43015208,7500,42815,11321,4232,953
syntheticL16_P8_D0.01_A4.txt,43015208,7600,42271,11195,4194,459
syntheticL16_P8_D0.01_A4.txt,43015208,7700,41744,11075,4158,951
syntheticL16_P8_D0.01_A4.txt,43015208,7800,41266,10971,4122,449
syntheticL16_P8_D0.01_A4.txt,43015208,7900,40773,10852,4087,623
syntheticL16_P8_D0.01_A4.txt,43015208,8000,40279,10754,4053,494
syntheticL16_P8_D0.01_A4.txt,43015208,8100,39818,10645,4020,892
syntheticL16_P8_D0.01_A4.txt,43015208,8200,39380,10548,3987,448
syntheticL16_P8_D0.01_A4.txt,43015208,8300,38892,10445,3956,753
syntheticL16_P8_D0.01_A4.txt,43015208,8400,38493,10354,3925,635
syntheticL16_P8_D0.01_A4.txt,43015208,8500,38072,10252,3895,926
syntheticL16_P8_D0.01_A4.txt,43015208,8600,37634,10166,3865,439
syntheticL16_P8_D0.01_A4.txt,43015208,8700,37252,10070,3837,941
syntheticL16_P8_D0.01_A4.txt,43015208,8800,36864,9990,3809,618
syntheticL16_P8_D0.01_A4.txt,43015208,8900,36483,9906,3781,941
syntheticL16_P8_D0.01_A4.txt,43015208,9000,36095,9815,3754,489
syntheticL16_P8_D0.01_A4.txt,43015208,9100,35724,9741,3728,871
syntheticL16_P8_D0.01_A4.txt,43015208,9200,35344,9647,3702,480
syntheticL16_P8_D0.01_A4.txt,43015208,9300,35000,9578,3677,731
syntheticL16_P8_D0.01_A4.txt,43015208,9400,34664,9506,3653,591
syntheticL16_P8_D0.01_A4.txt,43015208,9500,34260,9421,3628,941
syntheticL16_P8_D0.01_A4.txt,43015208,9600,33995,9354,3605,928
syntheticL16_P8_D0.01_A4.txt,43015208,9700,33666,9267,3582,935
syntheticL16_P8_D0.01_A4.txt,43015208,9800,33324,9200,3559,791
syntheticL16_P8_D0.01_A4.txt,43015208,9900,33042,9138,3537,492
syntheticL16_P8_D0.01_A4.txt,43015208,10000,32645,9060,3515,489
syntheticL12_P6_D0.1_A4.txt,1681817,0,5452269,5452012,2759291,960
syntheticL12_P6_D0.1_A4.txt,1681817,2,1320335,1320078,657061,821
syntheticL12_P6_D0.1_A4.txt,1681817,4,661227,660652,309943,779
syntheticL12_P6_D0.1_A4.txt,1681817,6,479260,478074,221413,758
syntheticL12_P6_D0.1_A4.txt,1681817,8,359781,358500,165683,749
syntheticL12_P6_D0.1_A4.txt,1681817,10,277894,276613,125328,713
syntheticL12_P6_D0.1_A4.txt,1681817,20,141598,140305,63884,605
syntheticL12_P6_D0.1_A4.txt,1681817,30,103577,100618,45097,599
syntheticL12_P6_D0.1_A4.txt,1681817,40,80158,74733,31132,564
syntheticL12_P6_D0.1_A4.txt,1681817,50,63538,57393,23172,611
syntheticL12_P6_D0.1_A4.txt,1681817,60,54310,48165,19492,538
syntheticL12_P6_D0.1_A4.txt,1681817,70,48507,42362,17473,535
syntheticL12_P6_D0.1_A4.txt,1681817,80,44186,38041,15972,543
syntheticL12_P6_D0.1_A4.txt,1681817,90,40822,34675,14802,527
syntheticL12_P6_D0.1_A4.txt,1681817,100,38085,31864,13783,524
syntheticL12_P6_D0.1_A4.txt,1681817,110,35552,29046,12549,755
syntheticL12_P6_D0.1_A4.txt,1681817,120,33274,26381,11284,526
syntheticL12_P6_D0.1_A4.txt,1681817,130,32059,24111,10206,713
syntheticL12_P6_D0.1_A4.txt,1681817,140,32332,22915,9282,495
syntheticL12_P6_D0.1_A4.txt,1681817,150,32146,21187,8482,693
syntheticL12_P6_D0.1_A4.txt,1681817,160,32328,19669,7780,476
syntheticL12_P6_D0.1_A4.txt,1681817,170,32324,18323,7162,893
syntheticL12_P6_D0.1_A4.txt,1681817,180,32498,17146,6613,468
syntheticL12_P6_D0.1_A4.txt,1681817,190,33226,16628,6123,882
syntheticL12_P6_D0.1_A4.txt,1681817,200,32988,15710,5725,452
syntheticL12_P6_D0.1_A4.txt,1681817,210,32688,14921,5404,756
syntheticL12_P6_D0.1_A4.txt,1681817,220,31648,14323,5194,439
syntheticL12_P6_D0.1_A4.txt,1681817,230,30615,13786,5021,764
syntheticL12_P6_D0.1_A4.txt,1681817,240,29846,13297,4868,476
syntheticL12_P6_D0.1_A4.txt,1681817,250,28535,12441,4728,740
syntheticL12_P6_D0.1_A4.txt,1681817,260,27698,12052,4599,576
syntheticL12_P6_D0.1_A4.txt,1681817,270,26914,11688,4479,767
syntheticL12_P6_D0.1_A4.txt,1681817,280,26245,11369,4368,505
syntheticL12_P6_D0.1_A4.txt,1681817,290,25673,11049,4264,725
syntheticL12_P6_D0.1_A4.txt,1681817,300,24658,10769,4168,556
syntheticL12_P6_D0.1_A4.txt,1681817,310,24420,10482,4077,738
syntheticL12_P6_D0.1_A4.txt,1681817,320,24031,10233,3992,625
syntheticL12_P6_D0.1_A4.txt,1681817,330,23240,10002,3913,738
syntheticL12_P6_D0.1_A4.txt,1681817,340,22826,9763,3838,738
syntheticL12_P6_D0.1_A4.txt,1681817,350,22209,9552,3767,460
syntheticL12_P6_D0.1_A4.txt,1681817,360,21814,9353,3700,441
syntheticL12_P6_D0.1_A4.txt,1681817,370,21553,9162,3637,465
syntheticL12_P6_D0.1_A4.txt,1681817,380,21138,8978,3577,603
syntheticL12_P6_D0.1_A4.txt,1681817,390,20581,8806,3521,708
syntheticL12_P6_D0.1_A4.txt,1681817,400,19973,8658,3465,719
syntheticL12_P6_D0.1_A4.txt,1681817,410,19757,8486,3401,674
syntheticL12_P6_D0.1_A4.txt,1681817,420,19295,8283,3318,660
syntheticL12_P6_D0.1_A4.txt,1681817,430,19232,8088,3227,880
syntheticL12_P6_D0.1_A4.txt,1681817,440,18783,7893,3140,864
syntheticL12_P6_D0.1_A4.txt,1681817,450,18269,7707,3054,566
syntheticL12_P6_D0.1_A4.txt,1681817,460,18181,7539,2974,566
syntheticL12_P6_D0.1_A4.txt,1681817,470,17598,7377,2896,691
syntheticL12_P6_D0.1_A4.txt,1681817,480,17350,7197,2820,740
syntheticL12_P6_D0.1_A4.txt,1681817,490,17119,7051,2750,735
syntheticL12_P6_D0.1_A4.txt,1681817,500,16883,6897,2680,730
syntheticL12_P6_D0.1_A4.txt,1681817,510,16547,6759,2614,463
syntheticL12_P6_D0.1_A4.txt,1681817,520,16483,6617,2552,599
syntheticL12_P6_D0.1_A4.txt,1681817,530,16036,6487,2490,848
syntheticL12_P6_D0.1_A4.txt,1681817,540,15912,6357,2432,841
syntheticL12_P6_D0.1_A4.txt,1681817,550,15667,6247,2374,418
syntheticL12_P6_D0.1_A4.txt,1681817,560,15501,6129,2320,409
syntheticL12_P6_D0.1_A4.txt,1681817,570,15417,6013,2268,668
